261;27;2;0;0;0;17
247;36;2;1;0;1;7
173;2;2;2;0;2;3
51;12;2;1;0;2;7
264;22;3;1;0;2;7
251;15;2;1;0;3;7
103;41;3;2;0;3;4
111;42;2;1;0;4;7
33;11;2;2;1;0;8
294;41;2;1;1;0;7
16;3;2;5;1;1;7
76;6;2;1;1;1;7
169;14;2;3;1;1;4
1;19;2;1;1;1;7
218;43;2;2;1;1;7
227;20;0;1;1;2;7
228;43;2;2;1;2;7
241;1;2;1;1;3;7
43;9;2;1;1;3;7
91;11;2;0;1;3;7
148;13;2;1;1;3;10
289;24;2;2;1;3;6
124;25;4;2;1;3;7
102;29;4;3;1;3;12
245;29;2;1;1;3;7
35;36;2;2;1;3;7
231;3;2;2;1;4;7
160;8;2;1;1;4;1
100;29;2;1;1;4;1
206;31;5;1;1;4;7
70;34;0;1;1;4;7
292;40;0;4;1;4;8
33;12;0;2;1;5;6
24;32;5;2;1;5;7
61;33;0;1;1;5;16
277;12;5;2;2;0;7
221;19;0;1;2;0;7
245;23;0;1;2;0;7
81;30;1;1;2;0;15
284;1;3;3;2;1;1
219;7;3;1;2;1;10
295;8;0;1;2;1;7
258;22;0;4;2;1;7
246;26;5;1;2;1;0
265;12;4;1;2;2;7
197;18;0;1;2;2;7
203;18;0;3;2;2;4
278;15;0;1;2;3;7
163;32;0;1;2;3;1
215;14;0;1;2;4;7
242;17;0;2;2;4;7
88;25;0;1;2;4;1
150;32;0;4;2;4;7
256;35;3;1;2;4;9
3;9;5;2;2;5;7
1;17;3;1;2;5;7
100;23;0;4;2;5;7
274;29;0;1;2;5;7
57;10;1;1;3;1;1
269;16;2;1;3;1;7
264;29;1;3;3;1;7
254;34;1;1;3;1;7
7;43;3;1;3;1;4
183;20;1;1;3;2;7
144;30;1;1;3;2;7
279;7;4;1;3;3;1
155;18;1;0;3;3;7
13;19;1;1;3;3;7
243;26;1;1;3;3;7
150;28;1;1;3;3;7
272;40;1;4;3;3;7
39;16;1;3;3;4;5
191;21;1;3;3;4;7
171;33;1;0;3;4;7
292;41;1;3;3;4;2
235;3;1;1;3;5;5
86;11;1;1;0;0;10
98;11;5;1;0;0;7
47;33;1;2;0;0;5
277;1;0;1;0;1;7
167;7;1;1;0;1;0
298;15;1;2;0;1;7
246;24;3;2;0;1;7
245;28;1;1;0;1;7
152;15;5;4;0;2;6
215;15;1;1;0;2;1
139;24;1;3;0;2;7
31;40;1;1;0;2;7
207;43;1;1;0;2;5
244;2;1;1;0;3;7
24;20;1;1;0;3;7
119;24;1;1;0;3;7
189;33;1;1;0;3;7
43;10;1;4;0;4;10
224;18;5;1;0;4;7
102;23;1;1;0;4;7
270;34;1;1;0;4;9
294;34;1;1;1;4;7
23;20;1;0;1;5;7
65;33;5;1;1;5;3
269;36;1;1;1;0;7
28;40;3;1;1;0;7
226;2;1;1;1;1;7
167;4;1;1;1;1;7
85;25;1;4;1;1;3
261;26;1;1;1;1;7
39;36;1;1;1;1;8
11;37;1;1;1;1;7
282;41;1;1;1;1;7
220;7;1;1;1;2;2
172;14;1;3;1;2;3
182;14;4;2;1;2;7
278;16;1;1;1;2;3
34;17;1;1;1;2;7
190;33;3;1;1;2;4
290;34;2;3;1;2;8
19;35;3;3;1;2;7
154;2;5;0;1;3;7
214;2;3;3;1;3;7
173;3;3;2;1;3;7
9;11;3;1;1;3;7
244;12;3;0;1;3;2
146;14;3;1;1;3;8
30;32;3;0;1;3;7
140;37;3;0;1;3;7
219;8;4;0;1;4;7
268;23;3;1;1;4;17
48;33;3;0;1;4;7
188;7;0;4;1;5;7
296;8;2;0;1;5;3
8;25;4;0;1;5;7
84;25;3;4;1;5;7
188;4;3;0;1;0;7
295;6;3;0;1;0;7
163;21;3;1;1;0;7
63;35;3;1;1;0;7
161;2;3;4;1;1;7
296;6;3;0;1;1;6
68;16;3;0;1;1;7
221;18;5;0;1;1;7
227;21;2;1;1;1;3
159;27;3;0;1;1;7
227;32;3;0;1;1;7
288;35;3;0;1;1;7
272;41;4;0;1;1;0
148;3;3;1;1;2;7
216;14;3;0;1;2;7
243;24;3;1;1;2;7
54;26;3;1;1;2;5
100;30;2;5;1;2;7
37;34;3;4;1;2;7
26;40;2;0;1;2;7
6;11;3;3;1;3;7
273;16;3;0;1;3;1
23;22;3;0;1;3;3
239;22;3;1;2;3;7
246;27;3;0;2;3;7
273;36;1;0;2;3;7
276;42;3;3;2;3;18
22;43;3;2;2;3;7
164;4;3;5;2;4;9
297;15;3;0;2;4;7
5;25;3;0;2;4;4
268;28;3;0;2;4;7
164;8;3;0;2;5;3
160;9;3;1;2;5;3
284;12;3;3;2;5;7
13;17;3;0;2;5;7
102;21;3;5;2;5;7
15;43;3;3;2;5;7
57;9;3;0;1;0;7
289;26;3;5;2;0;7
151;31;3;0;1;0;7
244;1;0;4;2;1;7
160;4;4;0;1;1;8
160;7;0;4;2;1;7
164;9;2;0;1;1;2
40;11;3;0;2;1;7
87;11;2;3;2;1;7
216;15;3;4;2;1;7
245;22;3;0;1;1;2
238;24;3;0;1;1;7
163;28;3;3;2;1;7
285;42;3;2;2;1;7
25;43;3;2;2;1;7
265;1;1;0;1;2;7
287;1;3;1;2;2;9
179;14;3;0;1;2;7
227;28;3;0;1;2;7
82;41;3;4;2;2;7
167;8;3;2;2;3;7
3;10;3;0;2;3;7
200;15;3;0;1;4;8
170;19;3;2;2;4;6
50;25;2;4;2;4;11
83;41;3;0;1;5;7
11;36;3;1;2;0;5
105;37;3;4;2;0;7
77;41;3;4;2;0;7
293;8;3;0;1;1;6
219;9;3;3;2;1;7
17;11;5;0;1;1;0
17;12;3;3;2;1;7
154;13;3;2;2;1;7
191;32;3;0;2;1;10
300;35;3;0;1;1;6
279;6;3;1;2;2;7
193;18;2;4;2;2;12
150;21;3;3;2;2;7
121;24;3;0;1;2;7
253;36;3;1;2;2;7
90;41;3;2;2;2;1
241;2;5;0;1;3;1
248;2;3;0;1;3;7
135;11;3;3;2;3;7
222;13;3;0;1;3;7
263;17;3;0;1;3;7
170;18;3;0;1;3;7
21;33;3;4;2;3;11
49;33;3;4;2;3;7
130;24;3;4;2;4;7
223;33;2;1;2;4;7
276;35;3;0;1;4;7
270;41;0;0;2;4;7
199;27;3;0;1;5;7
263;18;0;0;1;0;6
243;27;0;4;2;0;7
274;28;3;4;2;0;7
148;2;3;0;1;1;2
222;2;4;0;1;1;7
3;4;3;0;0;1;7
79;5;2;0;0;1;7
279;8;2;0;0;1;8
76;10;3;0;0;1;7
106;25;3;0;0;1;7
239;28;3;0;0;2;9
21;40;3;0;0;2;7
222;3;5;0;2;3;7
220;8;3;0;0;3;7
40;12;3;0;0;3;7
176;13;4;4;2;3;1
23;30;3;4;2;3;7
256;42;3;4;2;3;7
241;12;3;0;0;4;7
29;16;3;4;2;4;10
84;24;3;0;0;4;7
238;27;3;3;2;4;7
60;35;3;1;2;4;7
294;40;3;4;2;4;7
262;42;3;0;0;4;7
274;23;3;3;2;5;7
144;23;3;1;2;0;10
135;13;3;3;2;1;6
297;16;3;0;0;1;7
298;16;2;4;2;1;12
257;18;5;0;0;1;7
163;20;5;0;0;1;7
36;40;3;0;0;1;7
115;42;3;2;2;1;1
284;2;3;0;0;2;1
287;2;3;4;2;2;7
161;3;2;0;0;2;7
257;17;3;0;0;2;7
232;27;4;3;2;2;7
183;32;3;0;2;2;7
231;2;3;1;2;3;8
214;13;2;4;2;3;7
89;25;2;0;2;3;7
27;43;3;3;2;3;5
211;43;1;0;0;3;7
176;2;2;0;0;4;7
293;6;2;0;2;4;7
6;12;2;4;2;4;7
174;19;2;0;0;4;10
81;29;2;0;0;4;7
150;31;3;3;2;4;7
68;37;2;4;2;5;7
200;14;2;0;2;0;5
262;35;2;1;2;0;7
150;20;2;0;2;1;7
206;28;2;0;0;1;7
277;2;2;0;0;2;7
167;9;2;4;2;2;7
206;20;2;0;2;2;7
280;35;0;4;2;2;8
213;43;2;0;2;2;7
33;3;2;0;2;3;6
287;12;2;4;2;3;7
281;34;2;0;2;3;7
110;42;3;0;2;3;7
266;42;2;2;2;3;7
138;10;3;0;2;4;10
9;12;2;0;2;4;7
30;30;2;0;2;4;7
4;40;3;0;2;4;2
281;41;2;0;2;4;7
250;42;2;4;2;4;7
293;7;2;0;2;5;7
149;27;5;0;2;5;7
164;5;2;4;2;0;7
30;22;2;2;2;0;7
239;29;0;3;2;0;7
91;1;2;2;2;1;7
188;5;2;2;2;1;7
248;12;2;4;2;1;7
261;24;2;2;2;1;1
58;34;2;4;2;1;7
282;40;2;2;2;1;7
184;2;2;0;2;2;7
176;3;1;2;2;2;7
146;15;2;2;2;2;7
45;35;2;2;2;2;7
251;36;2;2;2;2;7
122;42;2;2;2;2;7
295;7;2;1;2;3;7
10;12;2;2;2;3;7
172;15;2;4;2;3;7
92;25;1;2;2;3;10
86;13;2;2;2;4;6
225;18;2;2;2;4;7
81;23;2;2;2;4;12
240;34;2;2;2;4;7
265;2;2;3;2;5;7
5;26;5;0;2;5;7
184;3;2;4;2;0;1
138;6;2;0;2;2;1
296;7;2;2;2;2;7
264;23;2;3;2;2;7
144;31;0;2;2;2;7
201;33;2;3;2;2;7
19;43;4;1;2;2;7
258;23;0;3;2;3;7
206;32;0;0;2;4;7
230;33;0;1;2;4;7
28;34;0;5;2;5;7
68;36;0;2;2;5;7
272;34;0;5;2;0;7
40;3;0;2;2;1;7
24;22;4;1;2;1;7
54;25;5;2;2;1;7
38;26;0;2;2;1;7
202;27;4;4;2;1;1
249;42;0;2;2;1;10
79;6;3;2;3;2;7
267;6;4;5;2;2;7
231;13;0;1;2;2;7
247;16;0;4;2;2;7
89;24;1;2;2;2;7
93;41;3;2;3;2;9
220;5;1;2;3;3;10
164;7;4;1;2;3;6
267;7;1;2;3;3;7
267;8;1;2;3;3;12
273;15;1;1;2;3;7
271;18;4;2;2;3;7
239;23;1;2;2;3;7
12;26;1;2;3;3;1
100;31;1;4;2;3;1
163;31;1;0;2;3;7
23;32;3;2;3;3;7
51;3;5;2;2;4;7
43;4;1;2;3;4;7
219;4;1;2;3;4;9
274;22;1;2;3;4;7
36;34;1;3;2;4;7
42;35;1;2;3;4;7
151;21;1;2;2;5;3
98;13;1;1;2;0;7
178;19;1;2;2;0;7
205;43;5;2;3;0;7
138;5;1;3;2;1;2
188;9;1;2;3;1;7
186;14;1;1;2;1;7
299;17;1;4;2;1;2
210;19;1;2;2;1;7
151;20;1;2;2;1;9
50;26;2;3;5;1;7
264;28;3;5;5;1;7
